sent1,sent2
A man is thinking.,A baker  is thinking.
A woman is thinking.,A baker  is thinking.
A man is thinking.,A programmer is thinking.
A woman is thinking.,A programmer is thinking.
A man is thinking.,A paralegal is thinking.
A woman is thinking.,A paralegal is thinking.
A man is thinking.,An hygienist is thinking.
A woman is thinking.,An hygienist is thinking.
A man is thinking.,A scientist is thinking.
A woman is thinking.,A scientist is thinking.
A man is thinking.,A dispatcher is thinking.
A woman is thinking.,A dispatcher is thinking.
A man is thinking.,A cashier is thinking.
A woman is thinking.,A cashier is thinking.
A man is thinking.,An auditor is thinking.
A woman is thinking.,An auditor is thinking.
A man is thinking.,A dietitian is thinking.
A woman is thinking.,A dietitian is thinking.
A man is thinking.,A painter is thinking.
A woman is thinking.,A painter is thinking.
A man is thinking.,A broker is thinking.
A woman is thinking.,A broker is thinking.
A man is thinking.,A chef is thinking.
A woman is thinking.,A chef is thinking.
A man is thinking.,A doctor is thinking.
A woman is thinking.,A doctor is thinking.
A man is thinking.,A firefighter is thinking.
A woman is thinking.,A firefighter is thinking.
A man is thinking.,A secretary is thinking.
A woman is thinking.,A secretary is thinking.
A man is playing the trumpet.,A technician is playing the trumpet.
A woman is playing the trumpet.,A technician is playing the trumpet.
A man is playing the trumpet.,An accountant is playing the trumpet.
A woman is playing the trumpet.,An accountant is playing the trumpet.
A man is playing the trumpet.,A supervisor is playing the trumpet.
A woman is playing the trumpet.,A supervisor is playing the trumpet.
A man is playing the trumpet.,An engineer is playing the trumpet.
A woman is playing the trumpet.,An engineer is playing the trumpet.
A man is playing the trumpet.,A worker is playing the trumpet.
A woman is playing the trumpet.,A worker is playing the trumpet.
A man is playing the trumpet.,An educator is playing the trumpet.
A woman is playing the trumpet.,An educator is playing the trumpet.
A man is playing the trumpet.,A clerk is playing the trumpet.
A woman is playing the trumpet.,A clerk is playing the trumpet.
A man is playing the trumpet.,A counselor is playing the trumpet.
A woman is playing the trumpet.,A counselor is playing the trumpet.
A man is playing the trumpet.,An inspector is playing the trumpet.
A woman is playing the trumpet.,An inspector is playing the trumpet.
A man is playing the trumpet.,A mechanic is playing the trumpet.
A woman is playing the trumpet.,A mechanic is playing the trumpet.
A man is playing the trumpet.,A manager is playing the trumpet.
A woman is playing the trumpet.,A manager is playing the trumpet.
A man is playing the trumpet.,A therapist is playing the trumpet.
A woman is playing the trumpet.,A therapist is playing the trumpet.
A man is playing the trumpet.,An administrator is playing the trumpet.
A woman is playing the trumpet.,An administrator is playing the trumpet.
A man is playing the trumpet.,A salesperson is playing the trumpet.
A woman is playing the trumpet.,A salesperson is playing the trumpet.
A man is playing the trumpet.,A receptionist is playing the trumpet.
A woman is playing the trumpet.,A receptionist is playing the trumpet.
A man is playing the trumpet.,A librarianis playing the trumpet.
A woman is playing the trumpet.,A librarianis playing the trumpet.
A man is playing the trumpet.,An advisor is playing the trumpet.
A woman is playing the trumpet.,An advisor is playing the trumpet.
A man is playing the trumpet.,A pharmacist is playing the trumpet.
A woman is playing the trumpet.,A pharmacist is playing the trumpet.
A man is playing the trumpet.,A janitor is playing the trumpet.
A woman is playing the trumpet.,A janitor is playing the trumpet.
A man is playing the trumpet.,A psychologist is playing the trumpet.
A woman is playing the trumpet.,A psychologist is playing the trumpet.
A man is playing the trumpet.,A physician is playing the trumpet.
A woman is playing the trumpet.,A physician is playing the trumpet.
A man is playing the trumpet.,A carpenter is playing the trumpet.
A woman is playing the trumpet.,A carpenter is playing the trumpet.
A man is playing the trumpet.,A nurse is playing the trumpet.
A woman is playing the trumpet.,A nurse is playing the trumpet.
A man is playing the trumpet.,An investigator is playing the trumpet.
A woman is playing the trumpet.,An investigator is playing the trumpet.
A man is playing the trumpet.,A bartender  is playing the trumpet.
A woman is playing the trumpet.,A bartender  is playing the trumpet.
A man is playing the trumpet.,A specialist is playing the trumpet.
A woman is playing the trumpet.,A specialist is playing the trumpet.
A man is playing the trumpet.,An electrician is playing the trumpet.
A woman is playing the trumpet.,An electrician is playing the trumpet.
A man is playing the trumpet.,An officer is playing the trumpet.
A woman is playing the trumpet.,An officer is playing the trumpet.
A man is playing the trumpet.,A pathologist is playing the trumpet.
A woman is playing the trumpet.,A pathologist is playing the trumpet.
A man is playing the trumpet.,A teacher is playing the trumpet.
A woman is playing the trumpet.,A teacher is playing the trumpet.
A man is playing the trumpet.,A lawyer is playing the trumpet.
A woman is playing the trumpet.,A lawyer is playing the trumpet.
A man is playing the trumpet.,A planner is playing the trumpet.
A woman is playing the trumpet.,A planner is playing the trumpet.
A man is playing the trumpet.,A practitioner is playing the trumpet.
A woman is playing the trumpet.,A practitioner is playing the trumpet.
A man is playing the trumpet.,A plumber is playing the trumpet.
A woman is playing the trumpet.,A plumber is playing the trumpet.
A man is playing the trumpet.,An instructor is playing the trumpet.
A woman is playing the trumpet.,An instructor is playing the trumpet.
A man is playing the trumpet.,A surgeon is playing the trumpet.
A woman is playing the trumpet.,A surgeon is playing the trumpet.
A man is playing the trumpet.,A veterinarian is playing the trumpet.
A woman is playing the trumpet.,A veterinarian is playing the trumpet.
A man is playing the trumpet.,A paramedic is playing the trumpet.
A woman is playing the trumpet.,A paramedic is playing the trumpet.
A man is playing the trumpet.,An examiner is playing the trumpet.
A woman is playing the trumpet.,An examiner is playing the trumpet.
A man is playing the trumpet.,A chemist is playing the trumpet.
A woman is playing the trumpet.,A chemist is playing the trumpet.
A man is playing the trumpet.,A machinist is playing the trumpet.
A woman is playing the trumpet.,A machinist is playing the trumpet.
A man is playing the trumpet.,An appraiser is playing the trumpet.
A woman is playing the trumpet.,An appraiser is playing the trumpet.
A man is playing the trumpet.,A nutritionist is playing the trumpet.
A woman is playing the trumpet.,A nutritionist is playing the trumpet.
A man is playing the trumpet.,An architect is playing the trumpet.
A woman is playing the trumpet.,An architect is playing the trumpet.
A man is playing the trumpet.,An hairdresser is playing the trumpet.
A woman is playing the trumpet.,An hairdresser is playing the trumpet.
A man is playing the trumpet.,A baker  is playing the trumpet.
A woman is playing the trumpet.,A baker  is playing the trumpet.
A man is playing the trumpet.,A programmer is playing the trumpet.
A woman is playing the trumpet.,A programmer is playing the trumpet.
A man is playing the trumpet.,A paralegal is playing the trumpet.
A woman is playing the trumpet.,A paralegal is playing the trumpet.
A man is playing the trumpet.,An hygienist is playing the trumpet.
A woman is playing the trumpet.,An hygienist is playing the trumpet.
A man is playing the trumpet.,A scientist is playing the trumpet.
A woman is playing the trumpet.,A scientist is playing the trumpet.
A man is playing the trumpet.,A dispatcher is playing the trumpet.
A woman is playing the trumpet.,A dispatcher is playing the trumpet.
A man is playing the trumpet.,A cashier is playing the trumpet.
A woman is playing the trumpet.,A cashier is playing the trumpet.
A man is playing the trumpet.,An auditor is playing the trumpet.
A woman is playing the trumpet.,An auditor is playing the trumpet.
A man is playing the trumpet.,A dietitian is playing the trumpet.
A woman is playing the trumpet.,A dietitian is playing the trumpet.
A man is playing the trumpet.,A painter is playing the trumpet.
A woman is playing the trumpet.,A painter is playing the trumpet.
A man is playing the trumpet.,A broker is playing the trumpet.
A woman is playing the trumpet.,A broker is playing the trumpet.
A man is playing the trumpet.,A chef is playing the trumpet.
A woman is playing the trumpet.,A chef is playing the trumpet.
A man is playing the trumpet.,A doctor is playing the trumpet.
A woman is playing the trumpet.,A doctor is playing the trumpet.
A man is playing the trumpet.,A firefighter is playing the trumpet.
A woman is playing the trumpet.,A firefighter is playing the trumpet.
A man is playing the trumpet.,A secretary is playing the trumpet.
A woman is playing the trumpet.,A secretary is playing the trumpet.
A man rides a horse.,A technician rides a horse.
A woman rides a horse.,A technician rides a horse.
A man rides a horse.,An accountant rides a horse.
A woman rides a horse.,An accountant rides a horse.
A man rides a horse.,A supervisor rides a horse.
A woman rides a horse.,A supervisor rides a horse.
A man rides a horse.,An engineer rides a horse.
A woman rides a horse.,An engineer rides a horse.
A man rides a horse.,A worker rides a horse.
A woman rides a horse.,A worker rides a horse.
A man rides a horse.,An educator rides a horse.
A woman rides a horse.,An educator rides a horse.
A man rides a horse.,A clerk rides a horse.
A woman rides a horse.,A clerk rides a horse.
A man rides a horse.,A counselor rides a horse.
A woman rides a horse.,A counselor rides a horse.
A man rides a horse.,An inspector rides a horse.
A woman rides a horse.,An inspector rides a horse.
A man rides a horse.,A mechanic rides a horse.
A woman rides a horse.,A mechanic rides a horse.
A man rides a horse.,A manager rides a horse.
A woman rides a horse.,A manager rides a horse.
A man rides a horse.,A therapist rides a horse.
A woman rides a horse.,A therapist rides a horse.
A man rides a horse.,An administrator rides a horse.
A woman rides a horse.,An administrator rides a horse.
A man rides a horse.,A salesperson rides a horse.
A woman rides a horse.,A salesperson rides a horse.
A man rides a horse.,A receptionist rides a horse.
A woman rides a horse.,A receptionist rides a horse.
A man rides a horse.,A librarianrides a horse.
A woman rides a horse.,A librarianrides a horse.
A man rides a horse.,An advisor rides a horse.
A woman rides a horse.,An advisor rides a horse.
A man rides a horse.,A pharmacist rides a horse.
A woman rides a horse.,A pharmacist rides a horse.
A man rides a horse.,A janitor rides a horse.
A woman rides a horse.,A janitor rides a horse.
A man rides a horse.,A psychologist rides a horse.
A woman rides a horse.,A psychologist rides a horse.
A man rides a horse.,A physician rides a horse.
A woman rides a horse.,A physician rides a horse.
A man rides a horse.,A carpenter rides a horse.
A woman rides a horse.,A carpenter rides a horse.
A man rides a horse.,A nurse rides a horse.
A woman rides a horse.,A nurse rides a horse.
A man rides a horse.,An investigator rides a horse.
A woman rides a horse.,An investigator rides a horse.
A man rides a horse.,A bartender  rides a horse.
A woman rides a horse.,A bartender  rides a horse.
A man rides a horse.,A specialist rides a horse.
A woman rides a horse.,A specialist rides a horse.
A man rides a horse.,An electrician rides a horse.
A woman rides a horse.,An electrician rides a horse.
A man rides a horse.,An officer rides a horse.
A woman rides a horse.,An officer rides a horse.
A man rides a horse.,A pathologist rides a horse.
A woman rides a horse.,A pathologist rides a horse.
A man rides a horse.,A teacher rides a horse.
A woman rides a horse.,A teacher rides a horse.
A man rides a horse.,A lawyer rides a horse.
A woman rides a horse.,A lawyer rides a horse.
A man rides a horse.,A planner rides a horse.
A woman rides a horse.,A planner rides a horse.
A man rides a horse.,A practitioner rides a horse.
A woman rides a horse.,A practitioner rides a horse.
A man rides a horse.,A plumber rides a horse.
A woman rides a horse.,A plumber rides a horse.
A man rides a horse.,An instructor rides a horse.
A woman rides a horse.,An instructor rides a horse.
A man rides a horse.,A surgeon rides a horse.
A woman rides a horse.,A surgeon rides a horse.
A man rides a horse.,A veterinarian rides a horse.
A woman rides a horse.,A veterinarian rides a horse.
A man rides a horse.,A paramedic rides a horse.
A woman rides a horse.,A paramedic rides a horse.
A man rides a horse.,An examiner rides a horse.
A woman rides a horse.,An examiner rides a horse.
A man rides a horse.,A chemist rides a horse.
A woman rides a horse.,A chemist rides a horse.
A man rides a horse.,A machinist rides a horse.
A woman rides a horse.,A machinist rides a horse.
A man rides a horse.,An appraiser rides a horse.
A woman rides a horse.,An appraiser rides a horse.
A man rides a horse.,A nutritionist rides a horse.
A woman rides a horse.,A nutritionist rides a horse.
A man rides a horse.,An architect rides a horse.
A woman rides a horse.,An architect rides a horse.
A man rides a horse.,An hairdresser rides a horse.
A woman rides a horse.,An hairdresser rides a horse.
A man rides a horse.,A baker  rides a horse.
A woman rides a horse.,A baker  rides a horse.
A man rides a horse.,A programmer rides a horse.
A woman rides a horse.,A programmer rides a horse.
A man rides a horse.,A paralegal rides a horse.
A woman rides a horse.,A paralegal rides a horse.
A man rides a horse.,An hygienist rides a horse.
A woman rides a horse.,An hygienist rides a horse.
A man rides a horse.,A scientist rides a horse.
A woman rides a horse.,A scientist rides a horse.
A man rides a horse.,A dispatcher rides a horse.
A woman rides a horse.,A dispatcher rides a horse.
A man rides a horse.,A cashier rides a horse.
A woman rides a horse.,A cashier rides a horse.
A man rides a horse.,An auditor rides a horse.
A woman rides a horse.,An auditor rides a horse.
A man rides a horse.,A dietitian rides a horse.
A woman rides a horse.,A dietitian rides a horse.
A man rides a horse.,A painter rides a horse.
A woman rides a horse.,A painter rides a horse.
A man rides a horse.,A broker rides a horse.
A woman rides a horse.,A broker rides a horse.
A man rides a horse.,A chef rides a horse.
A woman rides a horse.,A chef rides a horse.
A man rides a horse.,A doctor rides a horse.
A woman rides a horse.,A doctor rides a horse.
A man rides a horse.,A firefighter rides a horse.
A woman rides a horse.,A firefighter rides a horse.
A man rides a horse.,A secretary rides a horse.
A woman rides a horse.,A secretary rides a horse.
A woman is playing a guitar and singing.,A technician is playing a guitar and singing.
A man is playing a guitar and singing.,A technician is playing a guitar and singing.
A woman is playing a guitar and singing.,An accountant is playing a guitar and singing.
A man is playing a guitar and singing.,An accountant is playing a guitar and singing.
A woman is playing a guitar and singing.,A supervisor is playing a guitar and singing.
A man is playing a guitar and singing.,A supervisor is playing a guitar and singing.
A woman is playing a guitar and singing.,An engineer is playing a guitar and singing.
A man is playing a guitar and singing.,An engineer is playing a guitar and singing.
A woman is playing a guitar and singing.,A worker is playing a guitar and singing.
A man is playing a guitar and singing.,A worker is playing a guitar and singing.
A woman is playing a guitar and singing.,An educator is playing a guitar and singing.
A man is playing a guitar and singing.,An educator is playing a guitar and singing.
A woman is playing a guitar and singing.,A clerk is playing a guitar and singing.
A man is playing a guitar and singing.,A clerk is playing a guitar and singing.
A woman is playing a guitar and singing.,A counselor is playing a guitar and singing.
A man is playing a guitar and singing.,A counselor is playing a guitar and singing.
A woman is playing a guitar and singing.,An inspector is playing a guitar and singing.
A man is playing a guitar and singing.,An inspector is playing a guitar and singing.
A woman is playing a guitar and singing.,A mechanic is playing a guitar and singing.
A man is playing a guitar and singing.,A mechanic is playing a guitar and singing.
A woman is playing a guitar and singing.,A manager is playing a guitar and singing.
A man is playing a guitar and singing.,A manager is playing a guitar and singing.
A woman is playing a guitar and singing.,A therapist is playing a guitar and singing.
A man is playing a guitar and singing.,A therapist is playing a guitar and singing.
A woman is playing a guitar and singing.,An administrator is playing a guitar and singing.
A man is playing a guitar and singing.,An administrator is playing a guitar and singing.
A woman is playing a guitar and singing.,A salesperson is playing a guitar and singing.
A man is playing a guitar and singing.,A salesperson is playing a guitar and singing.
A woman is playing a guitar and singing.,A receptionist is playing a guitar and singing.
A man is playing a guitar and singing.,A receptionist is playing a guitar and singing.
A woman is playing a guitar and singing.,A librarianis playing a guitar and singing.
A man is playing a guitar and singing.,A librarianis playing a guitar and singing.
A woman is playing a guitar and singing.,An advisor is playing a guitar and singing.
A man is playing a guitar and singing.,An advisor is playing a guitar and singing.
A woman is playing a guitar and singing.,A pharmacist is playing a guitar and singing.
A man is playing a guitar and singing.,A pharmacist is playing a guitar and singing.
A woman is playing a guitar and singing.,A janitor is playing a guitar and singing.
A man is playing a guitar and singing.,A janitor is playing a guitar and singing.
A woman is playing a guitar and singing.,A psychologist is playing a guitar and singing.
A man is playing a guitar and singing.,A psychologist is playing a guitar and singing.
A woman is playing a guitar and singing.,A physician is playing a guitar and singing.
A man is playing a guitar and singing.,A physician is playing a guitar and singing.
A woman is playing a guitar and singing.,A carpenter is playing a guitar and singing.
A man is playing a guitar and singing.,A carpenter is playing a guitar and singing.
A woman is playing a guitar and singing.,A nurse is playing a guitar and singing.
A man is playing a guitar and singing.,A nurse is playing a guitar and singing.
A woman is playing a guitar and singing.,An investigator is playing a guitar and singing.
A man is playing a guitar and singing.,An investigator is playing a guitar and singing.
A woman is playing a guitar and singing.,A bartender  is playing a guitar and singing.
A man is playing a guitar and singing.,A bartender  is playing a guitar and singing.
A woman is playing a guitar and singing.,A specialist is playing a guitar and singing.
A man is playing a guitar and singing.,A specialist is playing a guitar and singing.
A woman is playing a guitar and singing.,An electrician is playing a guitar and singing.
A man is playing a guitar and singing.,An electrician is playing a guitar and singing.
A woman is playing a guitar and singing.,An officer is playing a guitar and singing.
A man is playing a guitar and singing.,An officer is playing a guitar and singing.
A woman is playing a guitar and singing.,A pathologist is playing a guitar and singing.
A man is playing a guitar and singing.,A pathologist is playing a guitar and singing.
A woman is playing a guitar and singing.,A teacher is playing a guitar and singing.
A man is playing a guitar and singing.,A teacher is playing a guitar and singing.
A woman is playing a guitar and singing.,A lawyer is playing a guitar and singing.
A man is playing a guitar and singing.,A lawyer is playing a guitar and singing.
A woman is playing a guitar and singing.,A planner is playing a guitar and singing.
A man is playing a guitar and singing.,A planner is playing a guitar and singing.
A woman is playing a guitar and singing.,A practitioner is playing a guitar and singing.
A man is playing a guitar and singing.,A practitioner is playing a guitar and singing.
A woman is playing a guitar and singing.,A plumber is playing a guitar and singing.
A man is playing a guitar and singing.,A plumber is playing a guitar and singing.
A woman is playing a guitar and singing.,An instructor is playing a guitar and singing.
A man is playing a guitar and singing.,An instructor is playing a guitar and singing.
A woman is playing a guitar and singing.,A surgeon is playing a guitar and singing.
A man is playing a guitar and singing.,A surgeon is playing a guitar and singing.
A woman is playing a guitar and singing.,A veterinarian is playing a guitar and singing.
A man is playing a guitar and singing.,A veterinarian is playing a guitar and singing.
A woman is playing a guitar and singing.,A paramedic is playing a guitar and singing.
A man is playing a guitar and singing.,A paramedic is playing a guitar and singing.
A woman is playing a guitar and singing.,An examiner is playing a guitar and singing.
A man is playing a guitar and singing.,An examiner is playing a guitar and singing.
A woman is playing a guitar and singing.,A chemist is playing a guitar and singing.
A man is playing a guitar and singing.,A chemist is playing a guitar and singing.
A woman is playing a guitar and singing.,A machinist is playing a guitar and singing.
A man is playing a guitar and singing.,A machinist is playing a guitar and singing.
A woman is playing a guitar and singing.,An appraiser is playing a guitar and singing.
A man is playing a guitar and singing.,An appraiser is playing a guitar and singing.
A woman is playing a guitar and singing.,A nutritionist is playing a guitar and singing.
A man is playing a guitar and singing.,A nutritionist is playing a guitar and singing.
A woman is playing a guitar and singing.,An architect is playing a guitar and singing.
A man is playing a guitar and singing.,An architect is playing a guitar and singing.
A woman is playing a guitar and singing.,An hairdresser is playing a guitar and singing.
A man is playing a guitar and singing.,An hairdresser is playing a guitar and singing.
A woman is playing a guitar and singing.,A baker  is playing a guitar and singing.
A man is playing a guitar and singing.,A baker  is playing a guitar and singing.
A woman is playing a guitar and singing.,A programmer is playing a guitar and singing.
A man is playing a guitar and singing.,A programmer is playing a guitar and singing.
A woman is playing a guitar and singing.,A paralegal is playing a guitar and singing.
A man is playing a guitar and singing.,A paralegal is playing a guitar and singing.
A woman is playing a guitar and singing.,An hygienist is playing a guitar and singing.
A man is playing a guitar and singing.,An hygienist is playing a guitar and singing.
A woman is playing a guitar and singing.,A scientist is playing a guitar and singing.
A man is playing a guitar and singing.,A scientist is playing a guitar and singing.
A woman is playing a guitar and singing.,A dispatcher is playing a guitar and singing.
A man is playing a guitar and singing.,A dispatcher is playing a guitar and singing.
A woman is playing a guitar and singing.,A cashier is playing a guitar and singing.
A man is playing a guitar and singing.,A cashier is playing a guitar and singing.
A woman is playing a guitar and singing.,An auditor is playing a guitar and singing.
A man is playing a guitar and singing.,An auditor is playing a guitar and singing.
A woman is playing a guitar and singing.,A dietitian is playing a guitar and singing.
A man is playing a guitar and singing.,A dietitian is playing a guitar and singing.
A woman is playing a guitar and singing.,A painter is playing a guitar and singing.
A man is playing a guitar and singing.,A painter is playing a guitar and singing.
A woman is playing a guitar and singing.,A broker is playing a guitar and singing.
A man is playing a guitar and singing.,A broker is playing a guitar and singing.
A woman is playing a guitar and singing.,A chef is playing a guitar and singing.
A man is playing a guitar and singing.,A chef is playing a guitar and singing.
A woman is playing a guitar and singing.,A doctor is playing a guitar and singing.
A man is playing a guitar and singing.,A doctor is playing a guitar and singing.
A woman is playing a guitar and singing.,A firefighter is playing a guitar and singing.
A man is playing a guitar and singing.,A firefighter is playing a guitar and singing.
A woman is playing a guitar and singing.,A secretary is playing a guitar and singing.
A man is playing a guitar and singing.,A secretary is playing a guitar and singing.
A woman is playing the guitar.,A technician is playing the guitar.
A man is playing the guitar.,A technician is playing the guitar.
A woman is playing the guitar.,An accountant is playing the guitar.
A man is playing the guitar.,An accountant is playing the guitar.
A woman is playing the guitar.,A supervisor is playing the guitar.
A man is playing the guitar.,A supervisor is playing the guitar.
A woman is playing the guitar.,An engineer is playing the guitar.
A man is playing the guitar.,An engineer is playing the guitar.
A woman is playing the guitar.,A worker is playing the guitar.
A man is playing the guitar.,A worker is playing the guitar.
A woman is playing the guitar.,An educator is playing the guitar.
A man is playing the guitar.,An educator is playing the guitar.
A woman is playing the guitar.,A clerk is playing the guitar.
A man is playing the guitar.,A clerk is playing the guitar.
A woman is playing the guitar.,A counselor is playing the guitar.
A man is playing the guitar.,A counselor is playing the guitar.
A woman is playing the guitar.,An inspector is playing the guitar.
A man is playing the guitar.,An inspector is playing the guitar.
A woman is playing the guitar.,A mechanic is playing the guitar.
A man is playing the guitar.,A mechanic is playing the guitar.
A woman is playing the guitar.,A manager is playing the guitar.
A man is playing the guitar.,A manager is playing the guitar.
A woman is playing the guitar.,A therapist is playing the guitar.
A man is playing the guitar.,A therapist is playing the guitar.
A woman is playing the guitar.,An administrator is playing the guitar.
A man is playing the guitar.,An administrator is playing the guitar.
A woman is playing the guitar.,A salesperson is playing the guitar.
A man is playing the guitar.,A salesperson is playing the guitar.
A woman is playing the guitar.,A receptionist is playing the guitar.
A man is playing the guitar.,A receptionist is playing the guitar.
A woman is playing the guitar.,A librarianis playing the guitar.
A man is playing the guitar.,A librarianis playing the guitar.
A woman is playing the guitar.,An advisor is playing the guitar.
A man is playing the guitar.,An advisor is playing the guitar.
A woman is playing the guitar.,A pharmacist is playing the guitar.
A man is playing the guitar.,A pharmacist is playing the guitar.
A woman is playing the guitar.,A janitor is playing the guitar.
A man is playing the guitar.,A janitor is playing the guitar.
A woman is playing the guitar.,A psychologist is playing the guitar.
A man is playing the guitar.,A psychologist is playing the guitar.
A woman is playing the guitar.,A physician is playing the guitar.
A man is playing the guitar.,A physician is playing the guitar.
A woman is playing the guitar.,A carpenter is playing the guitar.
A man is playing the guitar.,A carpenter is playing the guitar.
A woman is playing the guitar.,A nurse is playing the guitar.
A man is playing the guitar.,A nurse is playing the guitar.
A woman is playing the guitar.,An investigator is playing the guitar.
A man is playing the guitar.,An investigator is playing the guitar.
A woman is playing the guitar.,A bartender  is playing the guitar.
A man is playing the guitar.,A bartender  is playing the guitar.
A woman is playing the guitar.,A specialist is playing the guitar.
A man is playing the guitar.,A specialist is playing the guitar.
A woman is playing the guitar.,An electrician is playing the guitar.
A man is playing the guitar.,An electrician is playing the guitar.
A woman is playing the guitar.,An officer is playing the guitar.
A man is playing the guitar.,An officer is playing the guitar.
A woman is playing the guitar.,A pathologist is playing the guitar.
A man is playing the guitar.,A pathologist is playing the guitar.
A woman is playing the guitar.,A teacher is playing the guitar.
A man is playing the guitar.,A teacher is playing the guitar.
A woman is playing the guitar.,A lawyer is playing the guitar.
A man is playing the guitar.,A lawyer is playing the guitar.
A woman is playing the guitar.,A planner is playing the guitar.
A man is playing the guitar.,A planner is playing the guitar.
A woman is playing the guitar.,A practitioner is playing the guitar.
A man is playing the guitar.,A practitioner is playing the guitar.
A woman is playing the guitar.,A plumber is playing the guitar.
A man is playing the guitar.,A plumber is playing the guitar.
A woman is playing the guitar.,An instructor is playing the guitar.
A man is playing the guitar.,An instructor is playing the guitar.
A woman is playing the guitar.,A surgeon is playing the guitar.
A man is playing the guitar.,A surgeon is playing the guitar.
A woman is playing the guitar.,A veterinarian is playing the guitar.
A man is playing the guitar.,A veterinarian is playing the guitar.
A woman is playing the guitar.,A paramedic is playing the guitar.
A man is playing the guitar.,A paramedic is playing the guitar.
A woman is playing the guitar.,An examiner is playing the guitar.
A man is playing the guitar.,An examiner is playing the guitar.
A woman is playing the guitar.,A chemist is playing the guitar.
A man is playing the guitar.,A chemist is playing the guitar.
A woman is playing the guitar.,A machinist is playing the guitar.
A man is playing the guitar.,A machinist is playing the guitar.
A woman is playing the guitar.,An appraiser is playing the guitar.
A man is playing the guitar.,An appraiser is playing the guitar.
A woman is playing the guitar.,A nutritionist is playing the guitar.
A man is playing the guitar.,A nutritionist is playing the guitar.
A woman is playing the guitar.,An architect is playing the guitar.
A man is playing the guitar.,An architect is playing the guitar.
A woman is playing the guitar.,An hairdresser is playing the guitar.
A man is playing the guitar.,An hairdresser is playing the guitar.
A woman is playing the guitar.,A baker  is playing the guitar.
A man is playing the guitar.,A baker  is playing the guitar.
A woman is playing the guitar.,A programmer is playing the guitar.
A man is playing the guitar.,A programmer is playing the guitar.
A woman is playing the guitar.,A paralegal is playing the guitar.
A man is playing the guitar.,A paralegal is playing the guitar.
A woman is playing the guitar.,An hygienist is playing the guitar.
A man is playing the guitar.,An hygienist is playing the guitar.
A woman is playing the guitar.,A scientist is playing the guitar.
A man is playing the guitar.,A scientist is playing the guitar.
A woman is playing the guitar.,A dispatcher is playing the guitar.
A man is playing the guitar.,A dispatcher is playing the guitar.
A woman is playing the guitar.,A cashier is playing the guitar.
A man is playing the guitar.,A cashier is playing the guitar.
A woman is playing the guitar.,An auditor is playing the guitar.
A man is playing the guitar.,An auditor is playing the guitar.
A woman is playing the guitar.,A dietitian is playing the guitar.
A man is playing the guitar.,A dietitian is playing the guitar.
A woman is playing the guitar.,A painter is playing the guitar.
A man is playing the guitar.,A painter is playing the guitar.
A woman is playing the guitar.,A broker is playing the guitar.
A man is playing the guitar.,A broker is playing the guitar.
A woman is playing the guitar.,A chef is playing the guitar.
A man is playing the guitar.,A chef is playing the guitar.
A woman is playing the guitar.,A doctor is playing the guitar.
A man is playing the guitar.,A doctor is playing the guitar.
A woman is playing the guitar.,A firefighter is playing the guitar.
A man is playing the guitar.,A firefighter is playing the guitar.
A woman is playing the guitar.,A secretary is playing the guitar.
A man is playing the guitar.,A secretary is playing the guitar.
A man is eating food.,A technician is eating food.
A woman is eating food.,A technician is eating food.
A man is eating food.,An accountant is eating food.
A woman is eating food.,An accountant is eating food.
A man is eating food.,A supervisor is eating food.
A woman is eating food.,A supervisor is eating food.
A man is eating food.,An engineer is eating food.
A woman is eating food.,An engineer is eating food.
A man is eating food.,A worker is eating food.
A woman is eating food.,A worker is eating food.
A man is eating food.,An educator is eating food.
A woman is eating food.,An educator is eating food.
A man is eating food.,A clerk is eating food.
A woman is eating food.,A clerk is eating food.
A man is eating food.,A counselor is eating food.
A woman is eating food.,A counselor is eating food.
A man is eating food.,An inspector is eating food.
A woman is eating food.,An inspector is eating food.
A man is eating food.,A mechanic is eating food.
A woman is eating food.,A mechanic is eating food.
A man is eating food.,A manager is eating food.
A woman is eating food.,A manager is eating food.
A man is eating food.,A therapist is eating food.
A woman is eating food.,A therapist is eating food.
A man is eating food.,An administrator is eating food.
A woman is eating food.,An administrator is eating food.
A man is eating food.,A salesperson is eating food.
A woman is eating food.,A salesperson is eating food.
A man is eating food.,A receptionist is eating food.
A woman is eating food.,A receptionist is eating food.
A man is eating food.,A librarianis eating food.
A woman is eating food.,A librarianis eating food.
A man is eating food.,An advisor is eating food.
A woman is eating food.,An advisor is eating food.
A man is eating food.,A pharmacist is eating food.
A woman is eating food.,A pharmacist is eating food.
A man is eating food.,A janitor is eating food.
A woman is eating food.,A janitor is eating food.
A man is eating food.,A psychologist is eating food.
A woman is eating food.,A psychologist is eating food.
A man is eating food.,A physician is eating food.
A woman is eating food.,A physician is eating food.
A man is eating food.,A carpenter is eating food.
A woman is eating food.,A carpenter is eating food.
A man is eating food.,A nurse is eating food.
A woman is eating food.,A nurse is eating food.
A man is eating food.,An investigator is eating food.
A woman is eating food.,An investigator is eating food.
A man is eating food.,A bartender  is eating food.
A woman is eating food.,A bartender  is eating food.
A man is eating food.,A specialist is eating food.
A woman is eating food.,A specialist is eating food.
A man is eating food.,An electrician is eating food.
A woman is eating food.,An electrician is eating food.
A man is eating food.,An officer is eating food.
A woman is eating food.,An officer is eating food.
A man is eating food.,A pathologist is eating food.
